PATENTE;FECHA EMISION;AÑO DEL PERMISO;TOTAL A PAGAR;TIPO PAGO;MODALIDAD PAGO;TIPO VEHICULO;CODIGO SII;CLASIFICACION;FONDO A TERCERO;COMUNA FONDO TERCERO
NL-6776-1;31-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT050003795;NORMAL;No;
NL-9309-6;06-07-2023;2023;33229;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD235008795;NORMAL;No;
NL-9309-6;06-07-2023;2022;38480;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD235008795;NORMAL;No;
NL-9309-6;06-07-2023;2021;44411;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD235008795;NORMAL;No;
NL-9309-6;06-07-2023;2020;50310;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD235008795;NORMAL;No;
NL-9309-6;06-07-2023;2019;56376;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD235008795;NORMAL;No;
NP-7341-8;31-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD235008796;NORMAL;No;
NV-6550-5;31-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD160005796;NORMAL;No;
NW-9923-K;31-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB050005807;NORMAL;No;
NX-5142-4;15-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050003796;NORMAL;No;
NY-2154-5;13-03-2023;2016;27266;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB184001596;NORMAL;No;
PA-2414-4;06-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235003696;NORMAL;No;
PBJZ-36-1;10-03-2023;2023;75467;1ª Cuota  ;PRESENCIAL;STATION WA;SU079007620;NORMAL;No;
PBJZ-36-1;20-09-2023;2023;77905;2ª Cuota  ;PAGO ONLINE;STATION WA;SU079007620;NORMAL;No;
PC-5522-7;23-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB229003596;NORMAL;No;
PCJR-46-9;01-09-2023;2023;292482;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT111007322;NORMAL;No;
PCJR-46-9;10-03-2023;2023;284182;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT111007322;NORMAL;No;
PCKD-75-4;10-03-2023;2023;162038;CONTADO   ;PRESENCIAL;CAMIONETA ;CT543002920;NORMAL;No;
PCKK-23-3;29-03-2023;2023;127137;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB243030021;NORMAL;No;
PCKS-37-1;31-05-2023;2023;62450;CONTADO   ;PRESENCIAL;MINIBUS   ; ;NORMAL;No;
PCKT-79-3;22-03-2023;2023;78876;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD091001420;NORMAL;No;
PCLW-79-1;08-08-2023;2023;145117;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT047001621;NORMAL;No;
PCLW-79-1;13-03-2023;2023;143114;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT047001621;NORMAL;No;
PCRZ-36-9;30-03-2023;2023;375310;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT235015720;NORMAL;No;
PCRZ-37-7;27-03-2023;2023;375310;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT235015720;NORMAL;No;
PCVF-30-4;30-03-2023;2023;392788;CONTADO   ;PRESENCIAL;AMBULANCIA;CT235016020;NORMAL;No;
PCVF-31-2;30-03-2023;2023;392788;CONTADO   ;PRESENCIAL;AMBULANCIA;CT235016020;NORMAL;No;
PDA-945-1;30-03-2023;2023;15442;1ª Cuota  ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
PDA-945-1;06-10-2023;2023;16208;2ª Cuota  ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
PDWY-20-2;31-03-2023;2023;399942;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050035620;NORMAL;No;
PDWY-22-9;31-03-2023;2023;399942;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050035620;NORMAL;No;
PDYK-92-0;31-03-2023;2023;404544;CONTADO   ;PRESENCIAL;MINIBUS PA;VN184001820;NORMAL;No;
PF-0576-2;31-03-2023;2023;30885;CONTADO   ;PRESENCIAL;Moto      ;MT254021607;NORMAL;No;
PFBY-22-6;03-04-2023;2023;175014;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB111017920;NORMAL;No;
PFCR-48-7;28-03-2023;2023;192477;CONTADO   ;PRESENCIAL;JEEP      ;SU154004020;NORMAL;No;
PFSY-14-6;30-03-2023;2023;224657;CONTADO   ;PRESENCIAL;FURGON    ;CO184019720;NORMAL;No;
PFXG-63-7;31-03-2023;2023;399942;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050035620;NORMAL;No;
PFXT-56-8;31-03-2023;2023;186252;CONTADO   ;PRESENCIAL;FURGON    ;CO543001020;NORMAL;No;
PFXW-51-K;22-03-2023;2023;97782;CONTADO   ;PRESENCIAL;STATION WA;SU047004118;NORMAL;No;
PFZV-34-4;10-03-2023;2023;422883;CONTADO   ;PRESENCIAL;FURGON    ;VN176006620;NORMAL;No;
PG-5841-0;28-03-2023;2023;30885;CONTADO   ;PRESENCIAL;JEEP      ;SU229002096;NORMAL;No;
PGFC-44-K;31-08-2023;2023;173586;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT225005121;NORMAL;No;
PGFC-44-K;30-03-2023;2023;171190;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT225005121;NORMAL;No;
PGFD-42-K;24-03-2023;2023;286836;CONTADO   ;PRESENCIAL;FURGON    ;VN052001221;NORMAL;No;
PGLJ-52-K;02-11-2023;2023;49186;2ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;SD111034420;NORMAL;No;
PGLJ-52-K;09-05-2023;2023;47812;1ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;SD111034420;NORMAL;No;
PGLJ-61-9;29-08-2023;2023;102380;2ª Cuota  ;PAGO ONLINE;JEEP      ;SU154003419;NORMAL;No;
PGLJ-61-9;23-03-2023;2023;101066;1ª Cuota  ;PAGO ONLINE;JEEP      ;SU154003419;NORMAL;No;
PGWL-40-2;22-03-2023;2023;74708;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229018620;NORMAL;No;
PH-6084-1;31-03-2023;2023;30885;CONTADO   ;PRESENCIAL;JEEP      ;VN079001196;NORMAL;No;
PHHR-18-6;15-03-2023;2023;598182;CONTADO   ;PRESENCIAL;CAMIONETA ;CT166007121;NORMAL;No;
PHJB-51-7;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
PHKG-12-7;30-03-2023;2023;361269;CONTADO   ;PRESENCIAL;AMBULANCIA;CT235015021;NORMAL;No;
PHKT-11-2;11-04-2023;2023;424514;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050035621;NORMAL;No;
PJFJ-23-8;31-03-2023;2023;295721;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176032821;NORMAL;No;
PJFJ-55-6;31-03-2023;2023;295721;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176032821;NORMAL;No;
PJPH-74-4;31-03-2023;2023;568862;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007321;NORMAL;No;
PJZH-94-8;15-03-2023;2023;220662;CONTADO   ;PRESENCIAL;CAMIONETA ;CT543004421;NORMAL;No;
PJZV-76-3;01-09-2023;2023;231146;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT160012821;NORMAL;No;
PJZV-76-3;10-03-2023;2023;224587;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT160012821;NORMAL;No;
PJZW-36-0;30-08-2023;2023;48128;2ª Cuota  ;PRESENCIAL;FURGON    ;CO050002121;NORMAL;No;
PJZW-36-0;30-03-2023;2023;47465;1ª Cuota  ;PRESENCIAL;FURGON    ;CO050002121;NORMAL;No;
PKGW-41-K;30-08-2023;2023;299658;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT166007021;NORMAL;No;
PKGW-41-K;25-03-2023;2023;295812;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT166007021;NORMAL;No;
PKHV-16-8;31-03-2023;2023;418240;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050035621;NORMAL;No;
PKLJ-41-8;31-03-2023;2023;396225;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176032721;NORMAL;No;
PKLJ-42-6;31-03-2023;2023;396225;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176032721;NORMAL;No;
PKWC-39-8;22-03-2023;2023;527686;CONTADO   ;PAGO ONLINE;FURGON    ;VN176006621;NORMAL;No;
PLFY-25-K;22-03-2023;2023;233379;CONTADO   ;PAGO ONLINE;STATION WA;SU176023621;NORMAL;No;
PLPK-27-4;27-03-2023;2022;86639;2ª Cuota  ;PRESENCIAL;AUTOMOVIL ;SD176029121;NORMAL;No;
PLXD-91-2;07-09-2023;2023;118700;2ª Cuota  ;PAGO ONLINE;STATION WA;SU197010521;NORMAL;No;
PLXD-91-2;28-03-2023;2023;114985;1ª Cuota  ;PAGO ONLINE;STATION WA;SU197010521;NORMAL;No;
PPJB-39-0;20-03-2023;2023;1183459;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050035821;NORMAL;No;
PPKT-44-1;26-05-2023;2023;62450;CONTADO   ;PRESENCIAL;MINIBUS ES; ;NORMAL;No;
PPTD-71-0;31-03-2023;2023;178267;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB077020321;NORMAL;No;
PPXF-77-2;25-03-2023;2023;261925;CONTADO   ;PAGO ONLINE;STATION WA;SU111025321;NORMAL;No;
PPXZ-28-6;07-03-2023;2023;266226;CONTADO   ;PRESENCIAL;CAMIONETA ;CT154004221;NORMAL;No;
PRDX-67-1;30-08-2023;2023;137519;2ª Cuota  ;PAGO ONLINE;STATION WA;SU225014121;NORMAL;No;
PRDX-67-1;26-03-2023;2023;135754;1ª Cuota  ;PAGO ONLINE;STATION WA;SU225014121;NORMAL;No;
PSD-079-5;24-03-2023;2023;37840;1ª Cuota  ;PRESENCIAL;MOTO      ;MT025001521;NORMAL;No;
PSD-079-5;11-08-2023;2023;38332;2ª Cuota  ;PAGO ONLINE;MOTO      ;MT025001521;NORMAL;No;
PSLD-64-9;31-03-2023;2023;355357;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176034221;NORMAL;No;
PTBJ-11-4;17-03-2023;2023;119977;CONTADO   ;PRESENCIAL;CAMIONETA ;CT080009421;NORMAL;No;
PTBP-67-5;17-03-2023;2023;95764;1ª Cuota  ;PRESENCIAL;STATION WA;SU545000421;NORMAL;No;
PTDD-41-1;31-03-2023;2023;550395;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007621;NORMAL;No;
PTTJ-18-8;04-04-2023;2023;110284;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD050030621;NORMAL;No;
PW-9400-4;29-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229008307;NORMAL;No;
PX-5912-K;10-03-2023;2023;30885;CONTADO   ;PRESENCIAL;JEEP      ;SU235001996;NORMAL;No;
PX-8516-3;24-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD160006797;NORMAL;No;
PYHT-60-9;30-03-2023;2023;119101;1ª Cuota  ;PRESENCIAL;STATION WA;SU050015021;NORMAL;No;
PYHT-60-9;30-08-2023;2023;120649;2ª Cuota  ;PAGO ONLINE;STATION WA;SU050015021;NORMAL;No;
PYKP-72-8;27-03-2023;2023;94929;CONTADO   ;PRESENCIAL;FURGON    ;CO050002121;NORMAL;No;
PZBG-96-3;15-03-2023;2023;204939;CONTADO   ;PAGO ONLINE;STATION WA;SU050014021;NORMAL;No;
PZGD-41-5;04-04-2023;2023;814430;CONTADO   ;PRESENCIAL;FURGON    ; ;NORMAL;No;
PZRV-23-3;17-03-2023;2023;30885;CONTADO   ;PRESENCIAL;STATION WA;SU132006207;LISIADO;No;
PZWV-57-K;18-08-2023;2023;40004;2ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;HB229018421;NORMAL;No;
PZWV-57-K;23-03-2023;2023;39491;1ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;HB229018421;NORMAL;No;
PZYG-23-6;03-09-2023;2023;53745;2ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;HB229018621;NORMAL;No;
PZYG-23-6;14-03-2023;2023;52063;1ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;HB229018621;NORMAL;No;
RA-3696-9;30-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD111005097;NORMAL;No;
RA-7708-8;12-04-2023;2023;31348;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD176010097;NORMAL;No;
RCCC-13-2;16-03-2023;2023;219172;CONTADO   ;PRESENCIAL;CAMIONETA ;CT154005121;NORMAL;No;
RCCD-61-9;29-03-2023;2023;658524;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT079017521;NORMAL;No;
RCKK-45-1;31-03-2023;2023;189894;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT117001421;NORMAL;No;
RCKL-60-1;30-03-2023;2023;104126;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229018621;NORMAL;No;
RCPC-52-2;31-03-2023;2023;550395;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007621;NORMAL;No;
RCPC-60-3;31-03-2023;2023;550395;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007621;NORMAL;No;
RCXD-13-6;20-03-2023;2023;79922;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD050030521;NORMAL;No;
RD-1599-K;30-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;VN079001097;NORMAL;No;
RD-2927-3;04-04-2023;2023;31348;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD111005497;NORMAL;No;
RDBX-46-K;22-03-2023;2023;157919;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD111034321;NORMAL;No;
RDGS-26-1;21-03-2023;2023;591624;CONTADO   ;PRESENCIAL;CAMIONETA ;CT166007021;NORMAL;No;
RDHH-56-8;30-03-2023;2023;373529;CONTADO   ;PRESENCIAL;MINIBUS PA;VN159000221;NORMAL;No;
RDKP-27-7;31-03-2023;2023;355357;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176034221;NORMAL;No;
RE-2333-4;30-03-2023;2023;30885;CONTADO   ;PRESENCIAL;JEEP      ;SU229003497;NORMAL;No;
RE-2348-2;29-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT132000897;NORMAL;No;
RE-9216-6;20-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD106006297;NORMAL;No;
RF-4764-5;07-04-2023;2023;31348;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT229000498;NORMAL;No;
RFCG-29-7;14-06-2023;2023;424956;CONTADO   ;PRESENCIAL;CAMIONETA ;CT079017421;NORMAL;No;
RFCG-29-7;14-06-2023;2022;601746;CONTADO   ;PRESENCIAL;CAMIONETA ;CT079017421;NORMAL;No;
RFL-013-7;13-10-2023;2023;34742;CONTADO   ;PRESENCIAL;Moto      ; ;NORMAL;No;
RFRC-27-1;03-10-2023;2023;192828;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
RG-4349-9;30-03-2023;2023;30885;CONTADO   ;PRESENCIAL;STATION WA;SU227004397;NORMAL;No;
RGSF-13-4;31-08-2023;2023;421609;2ª Cuota  ;PAGO ONLINE;STATION WA;VN235007122;NORMAL;No;
RGSF-13-4;27-03-2023;2023;416198;1ª Cuota  ;PAGO ONLINE;STATION WA;VN235007122;NORMAL;No;
RGTB-68-8;27-03-2023;2023;152990;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB077018322;NORMAL;No;
RH-3343-9;12-04-2023;2023;31348;CONTADO   ;PRESENCIAL;JEEP      ;SU229003497;NORMAL;No;
RHPS-84-5;27-03-2023;2023;124322;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB154000321;NORMAL;No;
RJ-2433-7;20-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;JEEP      ;SU229004498;NORMAL;No;
RJ-9069-0;09-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT064002297;NORMAL;No;
RK-8733-3;29-06-2023;2023;32695;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD235009798;NORMAL;No;
RK-8733-3;29-06-2023;2022;37947;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD235009798;NORMAL;Si;OSORNO                        
RKDH-91-2;30-03-2023;2023;1265237;CONTADO   ;PRESENCIAL;CAMIONETA ;CT079021122;NORMAL;No;
RKLT-58-0;29-03-2023;2023;117769;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229019521;NORMAL;No;
RLFW-12-2;14-06-2023;2023;183644;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB164001322;NORMAL;No;
RN-1494-7;17-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB077005997;NORMAL;No;
RP-6938-K;28-09-2023;2023;126652;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
RPBS-62-2;16-03-2023;2023;235647;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT091006922;NORMAL;No;
RPBZ-78-7;01-09-2023;2023;145879;2ª Cuota  ;PRESENCIAL;FURGON    ;CT184000922;NORMAL;No;
RPBZ-78-7;30-03-2023;2023;141315;1ª Cuota  ;PRESENCIAL;FURGON    ;CT184000922;NORMAL;No;
RPHL-74-1;10-03-2023;2023;493907;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235015722;NORMAL;No;
RR-4235-4;16-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050008597;NORMAL;No;
RR-7876-6;18-04-2023;2023;31348;CONTADO   ;PRESENCIAL;CAMIONETA ;CT111000698;NORMAL;No;
RRKV-59-2;31-08-2023;2023;143293;2ª Cuota  ;PRESENCIAL;FURGON    ;CT184000922;NORMAL;No;
RRKV-59-2;31-03-2023;2023;141315;1ª Cuota  ;PRESENCIAL;FURGON    ;CT184000922;NORMAL;No;
RRLY-52-K;31-03-2023;2023;337639;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT117002222;NORMAL;No;
RRTS-79-2;22-03-2023;2023;328032;CONTADO   ;PAGO ONLINE;FURGON    ;HB162005022;NORMAL;No;
RS-8324-1;20-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SU227007598;NORMAL;No;
RSHX-38-6;30-08-2023;2023;144612;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT117002122;NORMAL;No;
RSHX-38-6;10-03-2023;2023;142756;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT117002122;NORMAL;No;
RSLV-24-K;30-03-2023;2023;315032;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB181008522;NORMAL;No;
RT-1590-9;15-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT050008598;NORMAL;No;
RT-8014-K;06-10-2023;2023;32170;CONTADO   ;PRESENCIAL;MOTONIVELA; ;NORMAL;No;
RT-8014-K;17-03-2023;2022;33237;CONTADO   ;PRESENCIAL;MOTONIVELA; ;NORMAL;No;
RT-8014-K;17-03-2023;2021;39251;CONTADO   ;PRESENCIAL;MOTONIVELA; ;NORMAL;Si;PUERTO MONTT                  
RTFJ-23-1;07-03-2023;2023;837415;CONTADO   ;PRESENCIAL;CAMIONETA ;CT079017522;NORMAL;No;
RVDP-53-8;30-03-2023;2023;700752;CONTADO   ;PRESENCIAL;CAMIONETA ;CT079019922;NORMAL;No;
RVLS-21-1;07-03-2023;2023;1255438;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD032062422;NORMAL;No;
RVPG-30-4;05-10-2023;2023;6352;DUPLICADO ;PRESENCIAL;FURGON    ;CO050002122;NORMAL;No;
RVPG-30-4;31-08-2023;2023;61675;2ª Cuota  ;PRESENCIAL;FURGON    ;CO050002122;NORMAL;No;
RVPG-30-4;31-03-2023;2023;60823;1ª Cuota  ;PRESENCIAL;FURGON    ; ;DUPLICADO;No;
RVPH-88-2;31-08-2023;2023;152683;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT159001222;NORMAL;No;
RVPH-88-2;31-03-2023;2023;150724;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT159001222;NORMAL;No;
RWSC-99-3;29-08-2023;2023;90362;2ª Cuota  ;PRESENCIAL;AUTOMOVIL ;SU164001022;NORMAL;No;
RWSC-99-3;30-03-2023;2023;89114;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;SU164001022;NORMAL;No;
RWTC-28-K;31-08-2023;2023;445031;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT079020122;NORMAL;No;
RWTC-28-K;29-03-2023;2023;438888;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT079020122;NORMAL;No;
RWWV-77-8;31-05-2023;2023;62450;CONTADO   ;PRESENCIAL;MINIBUS   ; ;NORMAL;No;
RWXV-36-6;27-03-2023;2023;213603;CONTADO   ;PRESENCIAL;CAMIONETA ;CT125001922;NORMAL;No;
RWXW-29-K;31-03-2023;2023;638594;CONTADO   ;PRESENCIAL;FURGON    ;VN176006622;NORMAL;No;
RX-9892-K;30-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT235003598;NORMAL;No;
RXYT-15-7;31-03-2023;2023;697099;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007622;NORMAL;No;
RXYT-17-3;31-03-2023;2023;697099;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007622;NORMAL;No;
RXYT-18-1;31-03-2023;2023;697099;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007622;NORMAL;No;
RY-7251-8;08-08-2023;2023;33634;CONTADO   ;PRESENCIAL;JEEP      ;SU229003398;NORMAL;No;
RY-7251-8;08-08-2023;2022;38876;CONTADO   ;PRESENCIAL;JEEP      ;SU229003398;NORMAL;No;
RY-7251-8;08-08-2023;2021;44844;CONTADO   ;PRESENCIAL;JEEP      ;SU229003398;NORMAL;No;
RY-7251-8;08-08-2023;2020;50701;CONTADO   ;PRESENCIAL;JEEP      ;SU229003398;NORMAL;No;
RYCZ-61-4;30-08-2023;2023;55361;2ª Cuota  ;PRESENCIAL;FURGON    ;CO050002022;NORMAL;No;
RYCZ-61-4;28-03-2023;2023;54597;1ª Cuota  ;PRESENCIAL;FURGON    ;CO050002022;NORMAL;No;
RZ-6180-4;07-09-2023;2023;63326;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
RZDJ-62-K;22-03-2023;2023;174644;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SU047001422;NORMAL;No;
RZGZ-14-3;21-08-2023;2023;379550;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT166007022;NORMAL;No;
RZGZ-14-3;30-03-2023;2023;374311;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT166007022;NORMAL;No;
RZKX-23-6;29-08-2023;2023;80559;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT091004922;NORMAL;No;
RZKX-23-6;31-03-2023;2023;79448;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT091004922;NORMAL;No;
RZXJ-35-4;28-08-2023;2023;116956;2ª Cuota  ;PRESENCIAL;STATION WA;VN050007822;NORMAL;No;
RZXJ-35-4;22-03-2023;2023;115342;1ª Cuota  ;PRESENCIAL;STATION WA;VN050007822;NORMAL;No;
SA-5664-8;10-10-2023;2023;16208;2ª Cuota  ;PRESENCIAL;JEEP      ;SU229004398;NORMAL;No;
SA-5664-8;31-03-2023;2023;15443;1ª Cuota  ;PAGO ONLINE;JEEP      ;SU229004398;NORMAL;No;
SB-4073-8;24-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD160006898;NORMAL;No;
SBBD-88-5;31-08-2023;2023;299205;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT050036022;NORMAL;No;
SBBD-88-5;29-03-2023;2023;295075;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT050036022;NORMAL;No;
SBBJ-94-4;29-03-2023;2023;343248;CONTADO   ;PRESENCIAL;CAMIONETA ;CT125001222;NORMAL;No;
SBBP-63-K;14-03-2023;2023;234207;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243006822;NORMAL;No;
SBCZ-60-8;31-08-2023;2023;176382;2ª Cuota  ;PRESENCIAL;STATION WA;SU132022022;NORMAL;No;
SBCZ-60-8;31-03-2023;2023;173947;1ª Cuota  ;PRESENCIAL;STATION WA;SU132022022;NORMAL;No;
SBGL-54-K;04-04-2023;2023;693728;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176033922;NORMAL;No;
SBHL-71-5;22-03-2023;2023;310574;CONTADO   ;PRESENCIAL;CAMIONETA ;CT091006522;NORMAL;No;
SBSF-19-9;08-03-2023;2023;249066;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD132020122;NORMAL;No;
SBSF-83-0;25-08-2023;2023;212805;2ª Cuota  ;PRESENCIAL;STATION WA; ;NORMAL;No;
SBSF-83-0;17-03-2023;2023;209867;1ª Cuota  ;PRESENCIAL;STATION WA; ;NORMAL;No;
SC-1781-1;27-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;VN050001298;NORMAL;No;
SC-2211-4;02-10-2023;2023;189978;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
SCJY-29-8;30-03-2023;2023;299556;CONTADO   ;PRESENCIAL;STATION WA;SU181004722;NORMAL;No;
SCSR-56-5;21-03-2023;2023;577229;CONTADO   ;PRESENCIAL;CAMIONETA ;CT184001222;NORMAL;No;
SCZZ-32-5;14-03-2023;2023;823434;CONTADO   ;PRESENCIAL;STATION WA;SU227056322;NORMAL;No;
SDGJ-43-0;28-02-2023;2023;422971;CONTADO   ;PRESENCIAL;STATION WA;SU235014522;NORMAL;No;
SDHP-67-9;16-03-2023;2023;337639;CONTADO   ;PRESENCIAL;CAMIONETA ;CT117002222;NORMAL;No;
SDHS-87-2;24-03-2023;2023;520769;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SDHT-26-7;14-04-2023;2023;223719;CONTADO   ;PRESENCIAL;AUTOMOVIL ; ;NORMAL;No;
SDHT-92-5;20-11-2023;2023;190321;2ª Cuota  ;PRESENCIAL;STATION WA; ;NORMAL;No;
SDHT-92-5;23-03-2023;2023;177657;1ª Cuota  ;PRESENCIAL;STATION WA; ;NORMAL;No;
SDHV-77-8;17-03-2023;2023;1770932;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SDYH-87-2;03-04-2023;2023;434047;CONTADO   ;PRESENCIAL;STATION WA;SU121007622;NORMAL;No;
SE-4532-4;31-03-2023;2023;30885;CONTADO   ;PRESENCIAL;STATION WA;SU106001198;NORMAL;No;
SF-1838-0;29-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229004198;NORMAL;No;
SFPZ-65-1;22-03-2023;2023;364583;CONTADO   ;PRESENCIAL;STATION WA;SU088000822;NORMAL;No;
SFTV-93-3;16-03-2023;2023;377422;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SFYD-72-K;31-03-2023;2023;777250;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
