PATENTE;AÑO DEL PERMISO;TOTAL A PAGAR;TIPO DE PAGO;MODALIDAD;TIPO VEHICULO;FECHA PAGO;CODIGO SII;DUPLICADO;FONDO A TERCEROS
VB-1371-K;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-03-2022;HB013013218;;No
VB-4088-1;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-03-2022;CT176032718;;No
VC-1831-7;2022;27221;CONTADO   ;PRESENCIAL;STATION WA;10-03-2022;CT176032718;;No
VC-2535-6;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2022;CT197000818;;No
VD-6034-2;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;18-03-2022;CT176032318;;No
VE-4231-4;2022;28627;CONTADO   ;INTERNET;CAMIONETA ;25-05-2022; ;;No
VE-7740-1;2022;29470;CONTADO   ;PRESENCIAL;AUTOMOVIL ;14-06-2022;CT176032318;;No
VE-8219-7;2022;27713;CONTADO   ;INTERNET;STATION WA;29-04-2022; ;;No
VF-0440-9;2022;27221;CONTADO   ;PRESENCIAL;Moto      ;23-03-2022;HB229016218;;No
VH-8160-7;2022;58248;CONTADO   ;PRESENCIAL;CAMION    ;04-10-2022;SU154000818;;No
VH-8196-8;2022;27221;CONTADO   ;INTERNET;CAMIONETA ;21-03-2022; ;;No
VHR-032-5;2022;14999;CONTADO   ;PRESENCIAL;Moto      ;14-09-2022;SU111018018;;No
VK-2332-0;2022;31807;CONTADO   ;PRESENCIAL;AUTOMOVIL ;14-09-2022;SU099001718;;No
VL-9548-2;2022;29470;CONTADO   ;INTERNET;CAMIONETA ;28-06-2022; ;;No
VP-1559-1;2022;27504;CONTADO   ;INTERNET;MINIBUS PA;26-04-2022; ;;No
VS-3932-5;2022;27713;CONTADO   ;PRESENCIAL;CAMIONETA ;08-04-2022;SU099001718;;No
VT-7939-9;2022;27221;CONTADO   ;INTERNET;CAMIONETA ;30-03-2022; ;;No
VU-4012-8;2022;54237;CONTADO   ;INTERNET;STATION WA;27-04-2022; ;;No
VV-4852-2;2022;27221;CONTADO   ;INTERNET;CAMIONETA ;27-04-2022; ;;No
VV-6738-1;2021;36535;CONTADO   ;PRESENCIAL;CAMIONETA ;23-05-2022;HB229015218;;No
VV-6738-1;2022;32896;CONTADO   ;PRESENCIAL;CAMIONETA ;23-05-2022;HB229015218;;No
VX-5629-5;2022;27221;CONTADO   ;PRESENCIAL;STATION WA;18-03-2022;CT176032418;;No
VX-6949-4;2022;28396;CONTADO   ;INTERNET;STATION WA;27-04-2022; ;;No
VY-1977-7;2022;30240;CONTADO   ;PRESENCIAL;CAMIONETA ;19-07-2022;CT235015418;;No
VY-6926-K;2022;27221;CONTADO   ;PRESENCIAL;STATION WA;25-03-2022;CT050030318;;No
VZ-9148-0;2022;27221;CONTADO   ;INTERNET;AUTOMOVIL ;22-03-2022; ;;No
WA-7007-K;2022;20082;1ª Cuota  ;INTERNET;STATION WA;31-03-2022; ;;No
WA-7007-K;2022;21246;2ª Cuota  ;INTERNET;STATION WA;14-09-2022; ;;No
WA-9261-8;2022;32093;CONTADO   ;PRESENCIAL;CAMIONETA ;10-03-2022;CT050030318;;No
WB-4561-4;2022;19970;2ª Cuota  ;PRESENCIAL;STATION WA;30-08-2022;CT176032418;;No
WB-4561-4;2022;18930;1ª Cuota  ;INTERNET;STATION WA;30-03-2022; ;;No
WB-8236-6;2022;65150;CONTADO   ;PRESENCIAL;STATION WA;04-04-2022;SD227004293;;No
WE-4497-2;2022;29307;CONTADO   ;PRESENCIAL;MINIBUS PA;09-03-2022;CT235014418;;No
WE-8181-9;2022;31127;CONTADO   ;INTERNET;CAMIONETA ;21-04-2022; ;;No
WF-9367-6;2022;31127;CONTADO   ;INTERNET;CAMIONETA ;21-03-2022; ;;No
WG-0623-9;2021;30953;CONTADO   ;PRESENCIAL;MOTO      ;10-01-2022;CT235014418;;No
WG-0623-9;2022;27221;CONTADO   ;PRESENCIAL;MOTO      ;30-03-2022;SU235015321;;No
WG-7556-7;2022;119662;CONTADO   ;PRESENCIAL;CAMION    ;17-10-2022;CT235010106;;No
WH-7176-0;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;22-03-2022;SU235015321;;No
WH-9132-K;2022;27221;CONTADO   ;PRESENCIAL;STATION WA;30-03-2022; ;;No
WK-7202-2;2022;174744;CONTADO   ;PRESENCIAL;CHASIS CAB;04-10-2022;CT243007318;;No
WK-7676-1;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;25-03-2022;CT243007318;;No
WK-8677-5;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-03-2022;SU235010618;;No
WP-9222-K;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;25-03-2022;HB243024818;;No
WR-4220-0;2022;63240;CONTADO   ;PRESENCIAL;STATION WA;23-03-2022;SU197009418;;No
WR-8825-1;2021;57170;CONTADO   ;PRESENCIAL;CAMION    ;10-01-2022;SU197009418;;No
WR-8825-1;2022;59831;CONTADO   ;PRESENCIAL;CAMION    ;20-10-2022;CT166006518;;No
WT-8695-9;2022;33231;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;SU227050619;;No
WT-8753-K;2022;32368;CONTADO   ;INTERNET;STATION WA;26-04-2022; ;;No
WU-3545-3;2022;31055;CONTADO   ;INTERNET;CAMIONETA ;31-03-2022; ;;No
WV-4458-8;2022;35091;CONTADO   ;PRESENCIAL;STATION WA;28-03-2022;SU227050619;;No
WV-4864-8;2022;33494;CONTADO   ;INTERNET;CAMIONETA ;06-04-2022; ;;No
WW-3410-0;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;18-03-2022;CT050030218;;No
WW-7413-7;2022;27221;CONTADO   ;PRESENCIAL;STATION WA;18-03-2022;SU018000618;;No
WW-7413-7;2021;15164;2ª Cuota  ;PRESENCIAL;STATION WA;18-03-2022;SU111005706;;No
WW-7779-9;2021;59983;CONTADO   ;PRESENCIAL;CAMION    ;23-03-2022;CT091004918;;No
WW-7779-9;2022;59831;CONTADO   ;PRESENCIAL;CAMION    ;19-10-2022;CT235014318;;No
WX-1619-0;2021;171511;CONTADO   ;PRESENCIAL;CAMION    ;07-02-2022;CT176032718;;No
WX-3981-6;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-03-2022;CT176032718;;No
WX-7594-4;2022;53481;CONTADO   ;PRESENCIAL;STATION WA;25-03-2022;SD229005519;;No
WZ-9161-2;2022;58248;CONTADO   ;PRESENCIAL;RETROEXCAV;29-09-2022;CT111007519;;No
WZ-9276-7;2022;28897;CONTADO   ;PRESENCIAL;CAMIONETA ;07-03-2022; ;;No
WZ-9435-2;2022;36628;CONTADO   ;PRESENCIAL;STATION WA;21-03-2022;SD176006093;;Si
XA-3420-K;2022;29470;CONTADO   ;PRESENCIAL;CAMIONETA ;10-06-2022;SD176006093;;No
XA-7752-9;2022;27221;CONTADO   ;PRESENCIAL;STATION WA;30-03-2022;HB052002593;;No
XB-3276-7;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;HB052002593;;No
XB-5052-8;2022;13611;1ª Cuota  ;PRESENCIAL;CAMIONETA ;22-03-2022;HB052002593;;No
XB-5052-8;2022;14359;2ª Cuota  ;PRESENCIAL;CAMIONETA ;26-08-2022;CT243007319;;No
XD-2001-6;2022;27221;CONTADO   ;PRESENCIAL;STATION WA;22-03-2022;HB050018018;;No
XD-3139-5;2022;27221;CONTADO   ;PRESENCIAL;STATION WA;09-03-2022;HB111018318;;No
XF-1261-6;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;SD243019819;;No
XF-5916-7;2022;27713;CONTADO   ;PRESENCIAL;CAMIONETA ;01-04-2022;HB229010219;;No
XF-6007-6;2022;30433;CONTADO   ;PRESENCIAL;CAMIONETA ;01-04-2022;HB229010219;;No
XG-8765-3;2022;27713;CONTADO   ;INTERNET;STATION WA;12-04-2022; ;;No
XK-6500-9;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;CO052011319;;No
XL-8181-3;2022;36973;CONTADO   ;PRESENCIAL;STATION WA;16-03-2022;SU117004920;;No
XL-8382-4;2022;28655;CONTADO   ;PRESENCIAL;CAMIONETA ;31-05-2022;CT543001719;;No
XN-1678-6;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;22-03-2022;SU176023419;;No
XN-8634-2;2022;30960;CONTADO   ;PRESENCIAL;CAMIONETA ;26-08-2022;HB079014519;;No
XR-3356-0;2022;27221;CONTADO   ;INTERNET;STATION WA;30-03-2022; ;;No
XS-5972-6;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2022;CT160012019;;No
XU-4979-7;2022;27713;CONTADO   ;INTERNET;CAMIONETA ;17-05-2022;SU121002105;;No
XU-5039-6;2022;29470;CONTADO   ;PRESENCIAL;FURGON    ;10-06-2022;HB229014419;;No
XU-7989-0;2022;28627;CONTADO   ;INTERNET;AUTOMOVIL ;25-05-2022; ;;No
XV-5014-5;2022;27221;CONTADO   ;INTERNET;CAMIONETA ;31-03-2022; ;;No
XV-8700-6;2022;27221;CONTADO   ;PRESENCIAL;STATION WA;30-03-2022;HB229014419;;No
XX-5781-9;2022;31504;CONTADO   ;PRESENCIAL;CAMIONETA ;07-04-2022;CT079019919;;No
XY-2095-2;2021;32896;CONTADO   ;PRESENCIAL;CAMIONETA ;08-04-2022;CT079019919;;No
XY-2095-2;2022;27713;CONTADO   ;PRESENCIAL;CAMIONETA ;08-04-2022; ;;No
XY-2378-1;2022;13611;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;31-03-2022; ;;No
XY-9258-9;2022;28432;CONTADO   ;INTERNET;STATION WA;27-04-2022;SD111012805;;No
YA-3117-1;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;10-03-2022;CO052009419;;No
YA-3500-2;2022;27221;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2022;CO052009419;;No
YA-3742-0;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;HB229015019;;No
YA-3836-2;2022;29470;CONTADO   ;PRESENCIAL;CAMIONETA ;10-06-2022;CT160012019;;No
YA-5040-0;2022;27221;CONTADO   ;INTERNET;CAMIONETA ;31-03-2022;SU132004205;;No
YA-8040-7;2022;29325;CONTADO   ;INTERNET;AUTOMOVIL ;29-04-2022;HB243011705;;No
YA-8426-7;2022;27713;CONTADO   ;PRESENCIAL;AUTOMOVIL ;21-04-2022;CT176032819;;No
YE-3592-3;2021;179948;CONTADO   ;PRESENCIAL;CHASIS CAB;31-03-2022;CT160012019;;No
YE-3592-3;2022;179494;CONTADO   ;PRESENCIAL;CHASIS CAB;17-10-2022;SD132016219;;No
YE-3765-9;2022;27221;CONTADO   ;PRESENCIAL;FURGON    ;22-03-2022;SU079008019;;No
YE-6551-2;2022;25210;1ª Cuota  ;INTERNET;STATION WA;29-04-2022;CT235010105;;No
YF-6912-1;2022;27713;CONTADO   ;PRESENCIAL;STATION WA;12-04-2022;SU079008019;;No
YG-4425-5;2022;13611;1ª Cuota  ;INTERNET;JEEP      ;26-04-2022; ;;No
YH-1321-4;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;SU050012119;;No
YH-3066-6;2022;58248;CONTADO   ;PRESENCIAL;CAMION    ;28-09-2022;SU154000819;;No
YH-3620-6;2022;42685;CONTADO   ;PRESENCIAL;CAMIONETA ;02-12-2022;SU111006708;;No
YH-3620-6;2021;57902;CONTADO   ;PRESENCIAL;CAMIONETA ;02-12-2022;SU059009706;;No
YJ-4857-8;2022;42224;CONTADO   ;PRESENCIAL;STATION WA;07-04-2022;SU111006708;;No
YJ-5570-1;2022;59831;CONTADO   ;PRESENCIAL;CAMION    ;12-10-2022;SU132017719;;No
YK-7046-2;2022;29307;CONTADO   ;PRESENCIAL;CAMIONETA ;14-03-2022;SU132017719;;No
YN-5810-0;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;07-03-2022; ;;No
YP-9931-4;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022; ;;No
YR-8474-5;2022;36262;CONTADO   ;PRESENCIAL;CAMIONETA ;14-10-2022;CT160011419;;No
YRV-010-0;2022;29470;CONTADO   ;PRESENCIAL;CARRO ARRA;14-06-2022;CT050033819;;No
YRV-020-0;2022;29470;CONTADO   ;PRESENCIAL;CARRO ARRA;10-06-2022; ;;No
YRV-022-0;2022;27221;CONTADO   ;PRESENCIAL;CARRO ARRA;30-03-2022;CT166006521;;No
YRV-024-3;2020;37528;CONTADO   ;PRESENCIAL;CARRO ARRA;15-03-2022;CT184000919;;No
YRV-024-3;2021;32393;CONTADO   ;PRESENCIAL;CARRO ARRA;15-03-2022;CT184000919;;No
YRV-024-3;2022;27221;CONTADO   ;PRESENCIAL;CARRO ARRA;16-03-2022;VN176007219;;No
YRV-027-8;2022;27221;CONTADO   ;PRESENCIAL;CARRO ARRA;07-03-2022;VN176007219;;No
YRV-028-6;2022;27221;CONTADO   ;PRESENCIAL;CARRO ARRA;07-03-2022;SU197010119;;No
YRV-029-4;2022;27221;CONTADO   ;PRESENCIAL;CARRO ARRA;07-03-2022;CO052011319;;No
YRV-038-3;2022;27221;CONTADO   ;PRESENCIAL;CARRO ARRA;18-03-2022;CO052009419;;No
YRV-039-1;2022;27221;CONTADO   ;PRESENCIAL;CARRO ARRA;07-03-2022;SU229032219;;No
YRV-041-3;2022;27713;CONTADO   ;PRESENCIAL;CARRO ARRA;08-04-2022;CT079017519;;No
YRV-045-6;2022;29470;CONTADO   ;PRESENCIAL;CARRO ARRA;01-06-2022;SU176023219;;No
YRV-046-4;2022;27221;CONTADO   ;PRESENCIAL;CARRO ARRA;22-03-2022;CT235015020;;No
YRV-056-1;2022;31807;CONTADO   ;PRESENCIAL;CARRO ARRA;14-09-2022;CT235014619;;No
YRV-061-8;2022;30960;CONTADO   ;PRESENCIAL;CARRO ARRA;16-08-2022;CT235014619;;No
YRV-062-6;2022;27221;CONTADO   ;PRESENCIAL;CARRO ARRA;01-03-2022;CO052011319;;No
YRV-064-2;2022;27221;CONTADO   ;PRESENCIAL;CARRO ARRA;16-03-2022;HB132009219;;No
YRV-066-9;2022;27221;CONTADO   ;PRESENCIAL;CARRO ARRA;28-03-2022;HB132009219;;No
YRV-068-5;2022;29470;CONTADO   ;PRESENCIAL;CARRO ARRA;08-06-2022;CT160012019;;No
YRV-069-3;2022;27713;CONTADO   ;INTERNET;CARRO ARRA;07-04-2022;CT050023406;;No
YRV-071-5;2022;27221;CONTADO   ;PRESENCIAL;CARRO ARRA;14-03-2022;SU166003619;;No
YRV-073-1;2022;30960;CONTADO   ;PRESENCIAL;CARRO ARRA;03-08-2022;SU166003619;;No
YRV-074-K;2021;25489;CONTADO   ;PRESENCIAL;CARRO ARRA;17-02-2022;SU235014419;;No
YRV-076-6;2022;27713;CONTADO   ;PRESENCIAL;CARRO ARRA;01-04-2022;SU235014419;;No
YRV-077-4;2022;27713;CONTADO   ;INTERNET;CARRO ARRA;06-04-2022;VN111009306;;No
YRV-079-0;2022;27221;CONTADO   ;PRESENCIAL;CARRO ARRA;26-01-2022;SU121005619;;No
YRV-080-4;2022;27221;CONTADO   ;PRESENCIAL;CARRO ARRA;02-03-2022;SU121005619;;No
YRV-081-2;2022;29470;CONTADO   ;PRESENCIAL;CARRO ARRA;10-06-2022;SU121005719;;No
YRV-083-9;2022;29470;CONTADO   ;PRESENCIAL;CARRO ARRA;16-06-2022;SU121005719;;No
YRV-085-5;2022;32666;CONTADO   ;PRESENCIAL;CARRO ARRA;14-10-2022;CT166006519;;No
YRV-086-3;2022;33384;CONTADO   ;PRESENCIAL;CARRO ARRA;30-11-2022;SU235015119;;No
YRV-087-1;2022;34016;CONTADO   ;PRESENCIAL;CARRO ARRA;02-12-2022;SU235015119;;No
YS-5468-9;2022;33782;CONTADO   ;PRESENCIAL;STATION WA;30-03-2022;HB132009819;;No
YSC-012-8;2022;27221;CONTADO   ;PRESENCIAL;CARRO ARRA;25-03-2022;SU197009419;;No
YSC-053-5;2022;27221;CONTADO   ;PRESENCIAL;CARRO ARRA;22-03-2022; ;;No
YV-3804-0;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;23-03-2022; ;;No
YX-3976-9;2022;27221;CONTADO   ;INTERNET;STATION WA;21-04-2022;SU050005306;;No
YX-4095-3;2022;27221;CONTADO   ;INTERNET;AUTOMOVIL ;21-03-2022;VN111009206;;No
YY-2335-2;2022;31144;CONTADO   ;PRESENCIAL;CAMIONETA ;04-04-2022; ;;No
ZA-5169-K;2022;57160;CONTADO   ;PRESENCIAL;MINIBUS   ;08-06-2022;CO052010519;;No
ZB-2641-K;2022;27221;CONTADO   ;INTERNET;CAMIONETA ;21-04-2022;SD111010806;;No
ZH-9143-K;2022;44104;CONTADO   ;INTERNET;STATION WA;21-04-2022;CT176019206;;No
ZK-6192-5;2022;39741;CONTADO   ;PRESENCIAL;STATION WA;01-04-2022;CO052011319;;No
ZK-6532-7;2022;45980;CONTADO   ;PRESENCIAL;STATION WA;01-03-2022;CO052010519;;No
ZL-7750-6;2022;28655;CONTADO   ;PRESENCIAL;AUTOMOVIL ;27-05-2022;CO052011319;;No
ZN-3462-7;2022;27713;CONTADO   ;PRESENCIAL;CAMIONETA ;19-04-2022;SU197009419;;No
ZN-3509-7;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;09-03-2022;CO052011319;;No
ZR-4490-7;2022;27713;CONTADO   ;PRESENCIAL;AUTOMOVIL ;04-04-2022;SU079006319;;No
ZR-9366-5;2022;27713;CONTADO   ;PRESENCIAL;AUTOMOVIL ;19-04-2022; ;;No
ZS-2221-5;2022;27221;CONTADO   ;INTERNET;AUTOMOVIL ;22-03-2022;CT176019206;;No
ZS-2254-1;2022;58690;CONTADO   ;INTERNET;MINIBUS   ;07-07-2022;HB235003206;;No
ZS-3066-8;2022;29033;CONTADO   ;INTERNET;CAMIONETA ;27-04-2022;SD235016106;;No
ZT-1548-5;2022;27221;CONTADO   ;PRESENCIAL;STATION WA;11-03-2022;CT166001194;;No
ZT-5686-6;2022;27221;CONTADO   ;INTERNET;CAMIONETA ;26-04-2022;HB077011006;;No
ZT-6006-5;2022;28032;CONTADO   ;PRESENCIAL;CAMIONETA ;07-03-2022;CT166001194;;No
ZT-6331-5;2022;27221;CONTADO   ;INTERNET;AUTOMOVIL ;22-03-2022; ;;No
ZT-6403-6;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;25-03-2022;CT176003395;;No
ZT-6767-1;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;16-03-2022;CT111007319;;No
ZU-2441-1;2022;50276;CONTADO   ;INTERNET;CAMIONETA ;06-04-2022;CT176020206;;No
ZU-5011-0;2019;20346;2ª Cuota  ;PRESENCIAL;FURGON    ;22-06-2022;CT166006919;;No
ZU-5011-0;2020;35992;CONTADO   ;PRESENCIAL;FURGON    ;23-06-2022;CT166006619;;No
ZU-5011-0;2021;32393;CONTADO   ;PRESENCIAL;FURGON    ;24-06-2022;CT166006619;;No
ZV-5526-3;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;16-03-2022;SU176023219;;No
ZW-1752-2;2022;28489;CONTADO   ;PRESENCIAL;AUTOMOVIL ;22-03-2022;SU243010619;;No
ZW-4667-0;2022;44104;CONTADO   ;PRESENCIAL;STATION WA;30-03-2022;CT117001319;;No
ZX-1624-6;2022;30960;CONTADO   ;PRESENCIAL;AUTOMOVIL ;19-08-2022;SU229031119;;No
ZX-1629-7;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;09-03-2022; ;;No
ZX-2123-1;2022;27221;CONTADO   ;INTERNET;FURGON    ;31-03-2022;SU059009106;;No
ZX-2204-1;2022;34010;CONTADO   ;INTERNET;CAMIONETA ;29-04-2022;CT050021906;;No
ZX-3361-2;2022;47150;CONTADO   ;INTERNET;STATION WA;31-03-2022;CT176019706;;No
ZX-3998-K;2022;27221;CONTADO   ;PRESENCIAL;STATION WA;25-03-2022; ;;No
